Title: sol14
Assay date: 11/01/2022 10:43:06
Instrument: Spectrophotomètre EASYSPEC S/N: 83004895

Settings:
Start WL: 400 nm
End WL: 750 nm
Bandwidth: 5 nm
Step: 1 nm
Gain auto: yes
Averaging time: 0,1 s

Data
	Curve #1	
nm	ABS
400	0,267264
401	0,26712
402	0,268693
403	0,270233
404	0,271047
405	0,272001
406	0,273132
407	0,27435
408	0,276019
409	0,278199
410	0,280631
411	0,283111
412	0,285704
413	0,288229
414	0,290635
415	0,292974
416	0,295306
417	0,297553
418	0,299617
419	0,301562
420	0,303565
421	0,305607
422	0,307806
423	0,310296
424	0,312911
425	0,31537
426	0,317697
427	0,319811
428	0,321648
429	0,323266
430	0,324793
431	0,326169
432	0,327381
433	0,328377
434	0,329177
435	0,329722
436	0,330126
437	0,330299
438	0,330297
439	0,330141
440	0,329937
441	0,329559
442	0,329294
443	0,329007
444	0,328455
445	0,327449
446	0,326178
447	0,324181
448	0,321686
449	0,319219
450	0,317031
451	0,314716
452	0,312783
453	0,311049
454	0,308843
455	0,306666
456	0,304543
457	0,302109
458	0,299462
459	0,29722
460	0,294164
461	0,290927
462	0,287434
463	0,283675
464	0,279549
465	0,27575
466	0,271758
467	0,267802
468	0,26394
469	0,259976
470	0,255885
471	0,251886
472	0,248117
473	0,244287
474	0,240531
475	0,236908
476	0,233382
477	0,229711
478	0,226425
479	0,223431
480	0,220503
481	0,217633
482	0,215004
483	0,212257
484	0,209438
485	0,206783
486	0,204221
487	0,201606
488	0,199099
489	0,196663
490	0,194118
491	0,191636
492	0,189415
493	0,187295
494	0,185387
495	0,183853
496	0,182528
497	0,181231
498	0,180135
499	0,17918
500	0,178291
501	0,177552
502	0,177037
503	0,176638
504	0,176381
505	0,176274
506	0,176341
507	0,17658
508	0,177017
509	0,1776
510	0,178406
511	0,179433
512	0,180697
513	0,1822
514	0,18397
515	0,185929
516	0,187962
517	0,190205
518	0,192662
519	0,195259
520	0,19805
521	0,201215
522	0,204374
523	0,207567
524	0,211034
525	0,214691
526	0,218369
527	0,22239
528	0,226772
529	0,231137
530	0,235718
531	0,24078
532	0,246057
533	0,251606
534	0,257948
535	0,264529
536	0,270791
537	0,277108
538	0,283236
539	0,288454
540	0,293552
541	0,299211
542	0,30494
543	0,310595
544	0,317199
545	0,323907
546	0,330198
547	0,336755
548	0,344016
549	0,350954
550	0,358547
551	0,36694
552	0,374964
553	0,382227
554	0,389591
555	0,395742
556	0,401313
557	0,407613
558	0,415188
559	0,423107
560	0,432527
561	0,442491
562	0,452471
563	0,462111
564	0,472205
565	0,482325
566	0,492742
567	0,503705
568	0,515593
569	0,527891
570	0,540911
571	0,554997
572	0,569703
573	0,584516
574	0,599956
575	0,615735
576	0,631384
577	0,647465
578	0,664463
579	0,68174
580	0,699264
581	0,717386
582	0,735157
583	0,751729
584	0,767383
585	0,781767
586	0,794288
587	0,805254
588	0,81481
589	0,822445
590	0,827945
591	0,831221
592	0,831912
593	0,829863
594	0,824762
595	0,816567
596	0,805545
597	0,791587
598	0,774283
599	0,754369
600	0,732496
601	0,707684
602	0,680789
603	0,65312
604	0,624086
605	0,593047
606	0,562262
607	0,531128
608	0,498743
609	0,466564
610	0,435909
611	0,405085
612	0,375268
613	0,34781
614	0,32178
615	0,29633
616	0,273193
617	0,251519
618	0,230395
619	0,210637
620	0,192808
621	0,175767
622	0,159917
623	0,145783
624	0,1327
625	0,120259
626	0,108891
627	0,0984722
628	0,0886085
629	0,0795931
630	0,0716543
631	0,0644639
632	0,0579952
633	0,0523082
634	0,0471748
635	0,0424024
636	0,038083
637	0,0341591
638	0,0305543
